Group,NEWID,AGE_REF,EDUC_REF,SEX_REF,RACE_REF,OCCU_REF,MARITAL,FAM_Size,FAM_Income,REASON_NOT_WORKING,URBAN/RURAL AREA,US DIVISION/STATE,BUILDING TYPE,NO. OF VEH OWNED,TOTAL_TIME,VISITWKDAY,ENTERTAINMENT_EXP,ELCTRC_EXP,FOOD_EXP,WATER_EXP,NAT_GAS_EXP,TRANS_EXP,HEALTH_EXP,TELEPH_EXP,EHOUS_EXP
2,4411001,53,15,2,1,1,1,3,43000,0,1,2,2,1,2929,2,0,226,866.6667,150,0,946,140,0,2885.333
2,4411351,60,12,1,1,7,3,3,80000,0,1,5,1,4,6855,7,0,170,411.6667,125,0,840,0,80,694.667
2,4411381,24,14,1,1,10,5,2,81000,0,1,2,1,3,2862,2,103,72,563.3333,0,98,253.3333,0,0,881.667
5,4411401,30,13,1,1,12,5,3,120000,0,1,1,1,2,2573,3,122,0,780,0,0,1326,553,275,2753
4,4411451,66,16,2,1,0,1,2,112594,1,2,,1,4,9021,7,713,129,923,62,0,194,2421,213,8154.667
5,4411471,52,11,2,1,9,3,7,209716,0,1,2,8,1,4158,2,87,116,1083.3333,0,34,1389.6667,0,240,5997
3,4411741,44,13,1,1,1,1,3,0,0,1,7,1,4,2367,2,1098,162,1502.3333,61,0,52.6667,758.3333,150,3188.333
5,4411831,53,14,1,1,6,1,3,0,0,1,9,1,2,7150,5,75,70,585,120,85,120,260,115,1704.667
1,4411891,34,14,1,1,11,5,2,0,0,1,8,8,2,7952,3,104,33,758.3333,84,37,92.3333,106,99,1685.333
4,4412014,87,13,2,1,0,2,1,43627,1,1,3,8,1,5192,4,0,103,290.3333,0,0,407,432,35,1743.667
6,4412023,67,14,1,1,0,1,3,43700,1,1,7,1,3,4609,7,117,80,1473.3333,45,70,681.6667,1284,276,808
6,4412041,87,11,2,1,0,2,1,16663,1,1,,9,0,2057,4,83,30,151.6667,0,0,0,145,57,87
2,4412604,28,14,2,1,3,5,2,60000,0,1,3,1,1,3637,2,115,150,736.6667,200,150,300,0,200,1171.667
5,4413241,62,13,1,1,0,1,2,16082,1,1,8,1,3,6105,4,83,76,606.6667,100,40,363,1814,60,508
3,4413881,36,15,2,6,3,1,6,79900,0,1,4,8,3,6183,3,109,80,738.3333,0,0,578,0,220,1811.667
1,4414292,79,11,2,1,5,2,1,36000,0,1,3,1,0,2786,4,45,0,225.3333,0,0,0,0,30,558
4,4414571,78,14,2,1,0,3,1,16299,1,1,8,11,0,3543,2,0,50,888.3333,32,0,0,145,50,906
3,4414641,52,14,2,1,10,1,2,138200,0,1,4,1,5,6671,5,142,234,1191.6667,17,0,1067.6667,553,304,1096.667
6,4414811,29,13,1,1,8,5,1,54000,0,1,8,1,2,4948,5,345,40,541.6667,0,12,757.3333,35,130,972
3,4415171,75,13,1,1,0,3,1,7936,1,1,3,1,1,3393,2,135,58,203.6667,0,65,300,240,49,1288
3,4415303,62,16,2,1,2,3,2,121800,0,1,8,1,2,2932,3,53,66,433.3333,54,54,358,165,54,1117
1,4415513,28,16,2,1,1,1,2,138631,0,1,4,1,3,5672,4,138,121,476.6667,122,40,234.3333,43.3333,182,805
2,4415701,54,15,1,1,3,5,1,151494,0,1,8,1,3,7161,2,28,47,377,120,38,81,25,53,1114
2,4415714,73,14,1,1,0,3,1,17443,1,1,4,8,1,4216,6,0,38,173.3333,0,35,602,175,80,1019
2,4415801,87,12,2,2,0,2,1,19995,1,1,5,1,2,5919,4,88,74,268.6667,58,34,40,483,47,2124.667
1,4416102,82,14,2,1,0,1,2,3470,1,1,3,4,2,3587,2,65,100,325,85,0,40,831,89,491.667
3,4416441,73,13,2,1,0,1,2,3470,1,1,8,1,9,6452,2,16,131,745.3333,21,0,0,465,64,386
3,4417213,35,14,1,1,7,5,1,80300,0,1,3,1,5,3487,2,217.3333,50,1083.3333,114,35,700,0,93,2499
6,4417661,57,15,2,2,10,3,3,75000,0,1,5,2,2,6664,3,0,150,563.3333,0,0,200,516,200,408.333
5,4418191,29,12,1,1,1,5,1,40000,0,1,1,1,0,2515,3,0,100,238.3333,150,80,230,403,80,2133.333
4,4418271,52,16,2,1,3,1,4,353642,0,1,7,1,2,6122,7,1246,167,1841.6667,100,50,1655,741,242,2622.667
6,4418311,44,13,1,1,1,1,5,34000,0,1,8,1,3,6575,3,0,1050,866.6667,65,60,20416,759,0,4149.667
4,4418381,87,12,1,1,0,1,2,49466,1,1,9,1,0,4838,2,181,324,208,276,26,29,1155,26,2213.333
1,4418481,49,14,1,1,10,3,2,42000,0,1,7,8,1,3802,7,105,182,476.6667,0,0,135.6667,80,143,1002
2,4418901,72,16,2,1,0,2,1,50492,1,1,7,1,1,4698,6,107,64,758.3333,37,43,190,320.6667,159,663.667
3,4418961,56,13,2,2,10,1,1,4000,0,1,5,4,1,1742,4,0,250,216.6667,0,0,60,0,60,2713.333
2,4418973,42,16,2,1,2,1,4,105685,0,1,9,1,3,5463,4,288.6667,80,910,35,0,288,75,200,4308.333
1,4419321,50,16,1,1,3,1,2,205000,0,1,5,1,2,2671,2,122,250,476.6667,75,100,120,1406.6667,163,1075.667
1,4419603,59,13,2,1,10,1,6,118900,0,1,9,1,2,11518,7,0,104,1538.3333,158,160,503,0,484,3469.667
3,4419693,63,13,2,1,5,1,2,52021,0,1,7,1,2,5012,2,860,37,310,58,0,440,836,62,564
3,4419811,62,14,2,1,10,2,1,126957,0,1,1,1,1,5820,6,0,23,173.3333,83,30,136,75,323,1775.667
2,4267234,64,16,1,1,3,1,2,180000,0,1,8,1,1,7046,4,681,600,910,324,450,1020,60,450,7765
3,4267324,78,15,2,1,0,2,1,22183,1,1,5,8,1,2021,6,195,135,1040,0,0,192,435,96,803
5,4267504,67,13,1,1,6,1,3,184000,0,1,9,1,6,3598,7,720,240,5391,145,0,3076,2590,594,10318
3,4267524,64,10,1,1,0,4,1,14407,1,1,1,8,1,1534,4,156,72,585,0,0,955,51,72,944
1,4267754,55,13,2,2,0,1,3,0,2,1,2,5,0,9303,4,397,570,1625,0,210,3063,0,183,7861
3,4267784,82,12,1,1,0,2,1,20685,1,1,5,1,1,1780,4,416,338,325,279,0,45,435,93,1839
4,4267884,59,14,1,1,0,5,1,8784,4,1,2,7,0,2245,5,210,206,1105,0,0,30,65,0,2156
3,4267904,61,15,2,1,10,1,3,84500,0,1,3,1,3,4366,4,508,210,2080,264,90,719,750,530,2154
4,4268154,70,16,1,2,0,1,2,145593,1,1,4,1,2,5821,5,1084,320,1988,184,419,1282,1837,882,10686
5,4268334,56,12,1,2,11,1,3,70000,0,1,2,8,2,6978,7,468,740,3640,0,185,990,1908,1220,8115
5,4268754,75,16,1,2,0,4,1,28135,1,1,5,8,1,5081,4,360,245,1040,0,0,1557,435,381,4907
4,4268804,33,14,2,1,2,1,3,304500,0,1,1,1,6,1686,2,321,75,455,25,95,1185,1100,315,3688
5,4268904,71,16,2,1,3,1,2,137537,0,1,3,1,2,4365,3,892,286,3783,145,104,392,5079,537,4508
3,4268934,58,12,2,2,10,3,1,0,0,1,7,1,1,1650,4,318,665,286,195,199,954,6,468,2219.5
1,4269194,43,15,1,1,10,5,4,101444,0,1,1,1,3,3574,3,945,885,2210,0,0,2702,1398,870,8839
4,4269204,55,12,2,2,4,3,2,35000,0,1,4,1,2,2688,5,39,270,1430,269,160,795,1287,609,3431
4,4269284,38,15,1,1,10,1,3,52000,0,1,7,1,2,1957,6,420,540,2860,390,0,981,1535,210,4937
6,4269304,57,15,2,1,4,5,1,59200,0,1,3,1,1,3441,5,0,200,650,151,62,435,575,111,1802
5,4269514,62,16,1,1,3,5,1,43000,0,1,1,2,1,2658,4,500,0,4875,0,0,600,3332,118,14063
1,4269604,43,16,1,1,2,1,4,135827,0,2,,1,1,2834,4,1650,375,1430,60,273,1843,457,645,10229
5,4269744,69,13,2,1,10,3,1,26411,0,1,7,9,1,5178,3,486,174,572,0,0,1006,600,0,2219
1,4269914,40,12,2,1,9,1,6,0,0,1,8,1,1,3824,5,0,435,3705,330,120,1587,0,267,7445
3,4269954,66,13,1,1,0,3,2,25875,1,1,5,1,1,2064,2,0,540,2600,100,0,1470,525,600,7690
3,4270234,57,16,1,1,1,1,2,170000,0,1,7,1,2,6144,4,360,293,3016,239,96,4713,2238,1085,7758
2,4270244,70,16,2,1,0,1,2,175970,1,1,3,1,3,5418,5,1078,750,1625,100,225,18377,1926,257,10257
1,4270254,44,13,1,1,0,1,4,88600,4,1,7,1,3,2271,4,588,471,2665,228,0,1680,741,657,6286
4,4270324,42,16,2,1,2,1,3,181030,0,1,9,1,3,8072,6,2916,402,5265,288,122,1251,1116,306,8025
4,4270554,65,16,1,1,3,5,3,607301,0,1,2,7,0,5709,6,463,545,6023,0,278,1892,9375,660,17551
4,4270944,43,12,2,1,9,3,3,1300,0,1,2,8,0,3653,6,177,237,520,0,231,0,0,240,6736
3,4270954,41,15,1,1,0,1,3,303660,2,1,9,1,2,4377,4,3415,210,5434,450,120,495,1650,570,8305
1,4271064,65,14,2,1,0,1,2,63482,1,1,3,1,2,2908,4,525,308,910,227,251,872,2985,786,7503
1,4271074,77,15,1,1,0,2,1,16135,1,1,5,1,1,3689,4,477,210,1456,150,0,99,1275,393,2498
6,4271244,62,12,1,1,0,2,1,33560,1,1,4,1,7,2721,4,382,318,1430,60,206,2036,0,468,2282
2,4271334,33,16,2,1,3,1,2,110000,0,1,5,6,0,6903,2,322,345,3380,270,0,2442,870,447,8558
6,4271424,44,16,2,2,4,5,1,66000,0,1,3,8,1,6671,4,511,150,4160,0,100,815,3000,270,4501
1,4271614,71,16,2,1,0,3,1,33785,1,1,7,1,1,2677,4,295,171,2574,171,0,638,1737,373,3287
4,4271634,61,12,1,1,1,1,3,100650,0,1,2,1,2,8134,2,980,563,2275,191,0,2984,1335,509,3231
1,4271804,63,12,1,1,0,1,3,36298,4,1,5,1,3,8141,7,333,582,4779,0,300,1980,2765,1180,5827.5
1,4272004,61,14,2,1,10,2,1,47000,0,1,7,1,1,2416,4,1757,288,780,105,102,689,445,269,2519
5,4272034,34,16,2,1,2,1,5,111500,0,1,2,1,2,5625,5,469,554,1755,50,249,20917,3063,816,12099
3,4272424,44,14,2,4,3,5,1,78499,0,1,9,8,1,5743,4,45,194,650,0,0,33,118,240,4394
5,4272594,70,13,2,1,1,3,1,73000,0,1,9,1,1,3840,4,1194,174,1690,376,228,210,827,264,4816
2,4272744,63,15,1,1,3,1,2,160414,0,1,5,1,2,4976,4,458,371,1690,274,76,267,2738,611,8452
3,4272764,43,15,1,2,8,1,6,61000,0,1,7,1,1,5281,7,264,258,2600,300,0,905,300,372,4334
1,4273034,79,16,2,1,0,2,1,32419,1,1,7,9,1,3806,5,15,370,806,120,0,695,996,77,11564
6,4273104,25,14,1,1,7,5,1,36000,0,1,2,1,5,3035,4,686,0,1105,0,0,19977,0,480,1910
6,4273164,77,12,2,1,10,1,2,50908,0,1,4,4,2,3179,4,285,190,1430,71,67,351,2100,306,2978
4,4273294,40,13,2,2,11,3,3,30000,0,1,4,1,0,2667,2,146,234,1430,248,555,240,0,0,3673
5,4273414,52,14,1,1,12,1,3,78000,0,1,4,1,3,4888,4,122,441,1742,254,126,2098,1715,600,2827
6,4273514,40,12,2,1,4,5,1,50296,0,1,8,3,1,4494,2,512,395,715,0,145,570,828,270,5462
3,4273754,27,15,1,1,1,5,2,26000,0,1,7,2,2,2241,4,102,300,3250,210,0,1907,0,240,1149
3,4273884,42,15,2,1,3,1,4,417650,0,1,1,1,2,3978,5,1440,525,4394,211,270,2093,657,600,14734
1,4273904,60,14,1,1,12,4,2,98089,0,1,4,1,4,5817,5,921,375,1885,96,0,919,1508,381,2719
6,4274354,51,13,1,1,11,3,1,40000,0,1,6,1,3,3137,4,355,220,2470,120,0,603,300,336,8920.5
4,4274764,66,12,2,2,0,1,2,33302,1,1,5,1,3,2033,4,0,428,650,66,0,768,1621,151,2734
2,4274804,33,12,2,1,1,1,5,49000,0,1,5,1,3,2568,6,240,600,3120,225,45,255,501,450,1892.5
5,4274904,45,15,2,1,3,5,2,55000,0,1,4,1,1,6798,4,813,375,3300,225,225,889,819,1178,5391
6,4274984,87,12,1,1,0,2,1,3089,1,1,9,1,1,3303,4,212,525,585,60,317,135,560,106,2356
4,4275194,29,15,2,1,3,5,1,38880,0,1,3,3,0,5682,5,804,384,1826,0,69,1375,366,0,3365
1,4275324,57,13,1,1,1,1,2,72000,0,1,8,1,2,3558,5,300,267,2990,259,163,2257,416,0,6275
4,4275334,43,11,2,4,10,1,4,29640,0,1,2,8,0,4284,4,0,165,2470,0,0,381,8,0,3805
6,4275384,67,12,1,1,1,1,3,83183,0,1,5,1,4,2206,1,0,620,2730,0,0,360,1378,180,2124
1,4275534,47,12,2,1,0,1,5,0,2,1,7,1,3,4087,3,1277,420,1950,225,114,1869,580,1050,9885
3,4275684,50,13,1,1,10,3,1,100000,0,1,9,1,2,2363,4,0,450,1950,150,150,1389,0,540,13815
5,4275754,55,12,1,2,10,1,2,40900,0,1,7,1,1,3150,5,389,900,1653,387,0,1887,0,607,4717
5,4275814,57,15,2,1,3,1,2,128767,0,1,5,1,3,8763,4,386,644,2977,0,0,878,4064,516,17641
5,4275854,72,13,2,1,0,1,2,3470,1,1,,1,1,4408,4,720,525,2405,0,435,300,2334,314,4353
4,4275914,76,12,2,1,0,3,1,21881,1,2,,8,0,2499,7,375,279,260,0,0,0,582,204,1398
6,4276044,81,13,2,1,0,2,1,43558,1,1,9,1,1,6430,3,310,92,800,266,32,555,1306,370,2392
1,4276224,38,15,1,1,1,1,4,150200,0,1,9,1,2,7850,4,1172,114,6110,340,253,298,2363,285,13313
1,4276374,61,12,2,1,4,3,2,64000,0,1,3,1,2,2878,4,304,268,1300,250,102,1056,1698,637,7395
5,4276664,87,11,2,1,0,2,2,23090,1,1,8,8,0,3523,5,26,330,1040,0,97,0,879,414,3016
3,4276724,33,15,1,1,8,1,4,86000,0,1,3,11,2,2664,5,204,361,2041,212,95,464,1528,735,4696
2,4277194,77,10,2,1,0,5,1,10327,4,1,6,1,0,3447,4,225,258,1950,129,0,75,510,0,1102
4,4277214,87,12,2,1,0,2,2,32335,1,1,6,1,0,3109,4,579,294,1357,154,0,471,1462,255,1466.5
3,4277384,35,16,1,1,1,1,5,219600,0,1,5,1,3,5657,6,3799,500,1820,335,90,612,1024,390,7695
5,4277714,49,13,2,1,3,3,1,78002,0,1,4,5,1,5427,3,2933,270,975,0,120,1081,192,195,3022
1,4277854,25,12,2,1,0,1,4,35000,5,1,7,8,1,3077,2,0,360,346.6667,0,0,607,0,80,2966.667
5,4278064,28,12,2,2,10,5,2,8100,0,1,2,3,2,6558,2,82,120,364.6667,0,120,18101.3333,1,206,1553
4,4278344,47,11,1,1,11,1,3,36000,0,1,7,1,1,2798,3,0,550,1300,200,60,998,25,210,1881.667
2,4278514,47,12,1,2,10,1,4,0,0,1,5,1,3,1985,5,220,425,1306.6667,0,0,1335,898,300,5124
6,4278774,30,16,1,1,2,5,1,1200,0,1,7,1,1,1617,7,0,120,520,60,0,160,33.3333,40,1473
1,4278784,65,12,2,5,0,1,2,18986,1,1,9,1,1,6860,2,158,0,1993.3333,0,0,440,580,1145,3227
4,4278894,55,13,2,1,0,1,5,57000,1,1,3,1,1,3686,6,205,180,780,300,62,1041.3333,360,240,1403.667
3,4279064,59,14,1,1,13,1,2,58600,0,2,,1,2,3242,3,280,4,476.6667,50,0,501,625,374,708.667
4,4279444,60,15,1,1,10,3,1,75000,0,1,7,1,1,4446,7,238,300,1386.6667,80,0,994,0,260,765
6,4279514,70,12,1,1,0,1,3,55614,1,1,,1,1,5401,3,314,203,1112.6667,150,125,566.6667,1811,304,3249
6,4279604,39,16,1,6,6,5,2,163800,0,1,4,1,2,10277,7,704,0,2153.6667,0,0,819.6667,2228,319,6623.333
5,4279624,34,16,2,4,3,5,1,100000,0,1,9,1,1,4152,7,130,36,1776.6667,0,84,90,50,106,2920.667
4,4279644,67,13,2,1,0,3,1,42543,1,1,2,1,1,3079,2,0,114,563.3333,0,67,84,312,0,935.667
1,4279694,59,16,2,1,3,2,2,107150,0,2,6,1,3,6735,7,1396,330,2113.3333,0,120,939,1930,930,6203
6,4279854,46,13,1,1,3,1,2,37200,0,1,2,2,2,3003,3,200,300,2166.6667,120,80,1621,3400,300,5226.333
4,4280064,56,14,1,5,10,5,5,124174,0,1,9,1,5,6636,2,210,510,2123.3333,281,0,635,1880,600,3996
2,4280094,61,14,2,1,3,4,2,85000,0,1,2,1,1,3655,7,177,250,2166.6667,70,80,634,365,201,1271.333
4,4280214,38,13,2,1,11,1,4,69000,0,1,2,1,4,4290,2,158,372,866.6667,64,0,24798,342.6667,0,8717.667
4,4280364,74,16,1,1,0,5,1,25915,1,1,9,1,1,3370,7,462,169,996.6667,131,48,1320,460,320,2811.333
4,4280384,61,12,2,1,5,1,2,52200,0,1,2,8,2,4386,2,222,90,1300,60,240,1002,942.6667,110,1626.667
5,4280434,35,15,2,1,3,1,4,115000,0,1,4,1,4,4347,7,540,140,1006.6667,70,100,1805,1426.6667,240,10752
5,4280454,87,12,2,1,0,2,1,14223,1,1,3,1,1,4363,7,172,117,780,101,48,252,1704.3333,96,1477
6,4280664,49,14,2,1,3,5,1,80040,0,1,9,11,1,5165,7,414,140,910,0,0,594,756.6667,192,3371.333
4,4280824,79,11,1,1,0,2,1,18775,1,1,5,1,1,1834,4,100,339,520,64,130,250,456,0,638
1,4280904,58,12,1,1,12,1,3,274000,0,1,2,1,3,2877,1,394,316,1473.3333,268,169,1152.6667,256,543,20364
3,4281274,64,14,2,1,0,3,1,4600,4,1,8,1,1,5545,7,76,130,936,120,50,325,896,110,965.667
4,4281484,87,13,2,2,0,2,1,22135,1,1,5,1,1,1738,1,0,175,476.6667,0,0,60,1040,177,898.667
5,4281554,56,15,2,1,11,5,1,68000,0,1,6,2,0,3564,2,288,130,910,0,0,1090,96.6667,220,2591.333
3,4281634,34,15,1,1,3,5,1,62000,0,1,5,7,1,6165,3,72,207,996.6667,0,0,86,146,0,1918.667
1,4281764,46,13,2,2,10,2,3,17000,0,1,7,1,1,2636,3,0,400,693.3333,200,0,150,0,110,1563.333
6,4281914,41,14,2,1,10,1,4,31740,0,1,2,2,1,7190,6,272,176,1213.3333,108,336,699,0,226,2755
1,4281974,54,15,2,2,3,3,2,168000,0,1,7,1,2,6449,3,420,690,3033.3333,140,60,1236,708.6667,480,7065.333
5,4282334,71,11,1,2,0,2,1,1735,1,1,5,1,2,1942,3,0,100,346.6667,0,0,100,580,130,878
4,4282734,43,12,2,1,13,3,1,62406,0,1,,1,1,3099,5,200,52,433.3333,128,130,475,481.3333,329,2484
5,4282744,31,14,2,2,3,5,5,31660,0,1,5,1,2,2701,5,432,550,650,748,0,2242,0,780,4956.333
4,4282764,82,16,1,1,0,2,1,1735,1,1,8,3,1,3094,7,408,161,946.6667,138,61,900,838,245,1322
5,4282994,59,14,2,1,0,1,3,79200,4,1,3,1,3,4083,5,785,280,2470,70,0,1415,4752.6667,274,3205
5,4283034,87,15,2,1,0,2,1,23119,1,1,3,8,1,1486,7,56,80,546,0,0,550,718,0,1726.667
4,4283084,57,12,2,1,0,1,2,75000,4,1,3,1,3,2092,7,380,140,866.6667,235,150,1010,120,200,2091
4,4283154,70,13,1,1,3,1,2,66175,0,1,9,2,2,3656,7,146,330,1249.3333,180,49,663.6667,1240,222,8864.333
1,4283404,66,11,1,2,12,3,1,14655,0,1,6,1,1,1762,7,134,500,476.6667,40,0,233.3333,544,130,741.667
1,4283914,74,14,2,1,0,2,1,38935,1,2,,1,1,5031,7,475,240,476.6667,0,0,489,1252.6667,0,1130.667
4,4283964,49,15,1,1,3,1,7,172350,0,1,3,1,4,6344,7,944,367,996.6667,0,158,100,995,256,9217
3,4283994,72,13,1,1,0,5,1,33898,1,1,9,1,1,6220,3,1911,116,450.6667,188,0,216.3333,797,244,1176.667
6,4284004,27,13,1,1,6,1,3,20800,0,1,8,8,1,4823,6,444,128,364,0,0,639,266,0,1937
6,4284104,68,16,1,1,5,1,2,260141,0,1,2,1,0,5912,2,432,242,1412,122,110,1166.6667,1789.3333,290,5918.667
5,4284124,26,15,2,1,10,5,3,8000,0,1,9,1,2,2208,7,176,400,1516.6667,0,150,40,0,0,4923
1,4284244,51,15,1,5,10,1,2,220215,0,1,2,1,3,7039,1,0,313,1820,110,68,798,936,307,4588
3,4284414,64,15,2,1,0,3,1,19074,1,1,3,1,1,3416,7,0,302,632.6667,142,58,384,30,0,2189.333
4,4284474,32,16,2,6,3,5,2,225000,0,1,9,8,1,5341,6,54,240,2080,0,0,320,580,80,4760
3,4284654,65,12,1,1,0,1,2,53987,4,1,1,1,6,7633,2,0,417,1906.6667,0,0,79250,688.6667,654,7719.667
6,4285054,78,12,2,1,0,3,1,11519,1,1,2,4,1,3322,7,126,305,513.3333,0,0,628,831,136,1425
5,4285124,64,16,2,1,0,1,2,42938,1,1,5,1,2,1979,1,191,500,1733.3333,250,0,668,1759,529,2252.333
1,4285244,46,12,1,1,11,1,4,65800,0,1,9,5,2,5698,7,135,700,953.3333,0,24,1396,1280,728,5072.667
5,4285344,37,13,1,2,10,5,1,13335,0,1,3,7,0,2562,2,0,0,433.3333,0,0,0,0,70,2274.667
6,4285554,50,16,2,2,10,1,2,1516,0,1,5,1,1,2835,6,0,0,346.6667,160,0,1473,3437.6667,0,5398
3,4285794,76,15,2,1,0,3,1,10868,1,1,1,8,0,2766,7,96,0,1066,0,0,0,363,0,497
6,4285924,67,13,1,1,11,3,1,14987,0,1,4,1,1,3426,2,0,170,762.6667,90,64,464.3333,534,164,1521
1,4286004,28,15,2,1,2,5,3,53000,0,2,,1,3,4391,7,194,450,563.3333,300,0,160,305,320,2150
5,4286044,27,12,2,6,5,5,2,61622,0,1,9,5,0,6839,1,1183,0,823.3333,0,0,1566.6667,0,358,3818
4,4286314,33,12,2,1,1,1,3,95000,0,1,8,1,6,5138,2,432,317,2986.6667,162,57,40606.6667,880,652,7501
1,4286524,50,14,2,1,3,1,2,-4600,0,1,7,1,5,2846,7,578,408,902.6667,138,80,300,1214,46,1367.333
2,4286674,87,12,2,1,0,2,1,28927,1,1,9,1,3,4895,6,267,384,1040,293,114,260,978,360,3192
4,4286784,53,15,2,1,3,5,2,158454,0,1,4,1,2,3547,7,821,162,780,101,92,485,1023.3333,162,3422
2,4287124,40,12,2,1,13,4,2,14100,0,1,9,8,1,5279,7,22,185,693.3333,0,0,100,0,100,1085
5,4287444,36,15,2,2,10,5,3,1735,0,1,5,6,1,5196,7,0,125,1237.3333,0,0,733,0,240,2896.333
3,4287464,53,12,2,1,0,4,2,12681,4,1,6,1,0,4093,6,278,118,433.3333,88,0,100,0,100,1106
6,4287624,37,10,1,1,12,1,5,41000,0,1,5,6,2,6050,3,144,110,1626,0,0,640,0,266,3942.667
5,4287694,63,16,1,1,2,1,4,585083,0,1,7,1,3,3330,3,3003,314,2600,605,86,260,1720,519,9009.667
5,4287944,38,12,1,1,3,5,3,177002,0,1,1,1,2,2153,3,1696,360,1690,0,0,1066,2110,370,5263.667
5,4288044,58,11,1,1,0,3,1,64000,1,1,2,1,1,8047,1,218,100,953.3333,0,0,679.3333,0.6667,337,5429.667
1,4288274,25,12,2,1,0,5,2,3231,5,1,6,9,0,2382,7,496,200,216.6667,56,0,0,0,156,1062
6,4288584,30,16,1,4,3,5,1,95000,0,1,9,8,1,5970,3,144,310,1638.3333,0,0,157,65.3333,80,5246
4,4288634,54,16,1,4,2,3,2,128000,0,1,3,1,2,3332,1,400,160,693.3333,0,40,15211.3333,392,288,4038.667
6,4288734,43,15,1,1,12,4,2,115000,0,1,7,8,2,5563,3,38,58,1270,21,29,727,0,240,1233
3,4288954,57,16,2,2,0,3,1,0,5,1,5,3,2,5749,7,97,103,260,44,40,139,772,89,2229
4,4288994,51,15,1,1,1,1,6,168000,0,1,5,1,3,4055,3,129,375,754,58,10,851,1933.3333,194,3494.667
6,4289294,48,16,2,1,1,1,4,328000,0,1,2,1,1,5413,3,227,450,1776.6667,0,0,566,0,0,5585.667
3,4289364,46,15,2,4,3,1,4,140000,0,1,5,1,2,4974,3,765,80,1784.6667,50,15,400,465.3333,112,4205.333
2,4289534,76,14,2,1,0,3,1,26467,1,1,6,1,2,5946,6,266,48,281.6667,14,16,200,485,72,1068.833
6,4289964,62,10,1,1,11,1,5,151000,0,1,9,1,3,3777,3,105,50,780,110,30,3378.6667,235.3333,213,2250
1,4290074,47,15,1,1,2,1,5,353750,0,1,1,1,3,3106,5,279,200,1468.3333,50,0,650,461.6667,392,5570.667
3,4290134,60,16,1,1,0,3,2,23600,1,1,9,1,2,5106,6,202,110,1126.6667,82,71,387,497,145,2147.333
5,4290174,30,13,1,1,5,5,1,55000,0,1,2,5,1,3023,3,0,200,281.6667,0,0,672,0,125,1565
5,4290294,87,12,2,1,0,2,1,18031,1,1,1,1,1,4076,5,145,157,303.3333,86,0,66,323,45,571.333
1,4290414,63,12,2,1,1,3,1,43000,0,1,1,2,1,4090,5,129,100,715,0,30,101,396.3333,150,1291
2,4290574,20,14,2,1,10,1,2,13000,0,1,4,1,1,5090,7,0,0,260,0,0,863.3333,0,20,83
6,4290734,56,13,1,1,10,2,1,23180,0,1,5,2,1,4705,7,192,110,461,0,0,293.3333,59,50,1071.667
5,4291084,49,15,1,1,8,1,2,0,0,1,8,1,4,5352,3,384,188,866.6667,37,52,200,212.6667,120,5700.333
3,4291094,61,14,2,1,3,3,1,42000,0,1,2,8,1,4102,3,0,69,325,0,0,394,129.3333,32,1174
1,4291124,87,12,2,1,0,2,1,45135,1,1,3,1,1,4279,3,102,186,780,33,157,211,1916,62,2242.667
3,4291354,72,13,1,1,0,1,2,14343,1,1,9,1,1,5142,4,60,36,173.3333,16,20,150,285,60,812
6,4291434,73,13,1,6,0,1,2,99718,1,1,9,1,2,4213,3,94,26,866.6667,151,0,30,330,102,735.333
3,4291614,60,15,2,1,6,5,1,90000,0,1,2,1,1,3448,4,67,123,606.6667,0,0,621.6667,674,141,2409.333
4,4291644,71,15,1,1,0,1,1,3289,1,1,9,1,3,1986,3,0,164,368.3333,136,18,250,280,300,818
4,4292044,62,16,1,1,3,5,1,0,0,1,9,7,0,3201,3,0,150,585,0,0,150,35,115,2300
5,4292074,24,13,1,1,4,5,1,34000,0,1,3,1,1,3057,4,75,0,499,0,0,306,200,40,440
5,4292164,33,15,1,2,3,1,2,122000,0,1,2,8,1,6097,3,73,14,650,0,3,9596.6667,520,175,1761
6,4292214,87,13,2,1,0,1,1,9667,1,2,,8,1,2740,3,13,0,26,0,0,0,175,66,4224.333
6,4292404,42,15,1,1,3,1,3,328150,0,1,7,1,3,12313,3,194,144,1300,133,24,167,132.3333,136,3980.333
2,4292804,58,13,2,4,4,4,2,110000,0,1,9,8,2,6154,3,445,0,1126.6667,0,16,527.6667,773.3333,91,1588.667
6,4293054,61,13,2,2,4,2,1,0,0,1,6,8,1,4165,3,0,175,460.3333,0,0,107,0,85,536
4,4293174,49,14,2,1,0,1,2,29300,4,1,5,1,3,3889,3,240,120,476.6667,0,0,140,291.6667,72,1367
3,4293224,76,16,1,1,0,1,2,123876,1,1,6,1,4,10201,3,223,106,2058.3333,143,22,235,1705,167,2267.333
1,4293354,32,12,2,1,4,5,3,0,0,1,9,1,1,3382,3,10,117,638.6667,74,44,250,0,0,401.667
2,4293364,47,15,2,1,6,1,4,256900,0,1,2,1,2,6909,2,348,30,1516.6667,0,90,933.6667,453.3333,300,4204.667
6,4293464,62,15,2,1,4,3,1,0,0,1,1,8,2,3295,4,154,290,1191.6667,0,69,144.3333,0,53,1079
4,4293574,72,14,1,1,0,2,1,11899,4,1,8,8,0,2306,6,0,97,108.3333,0,0,10,215,40,437
